Ciclo;CRS;Município;Código do IBGE;Ano;Número da armadilha;Ovos;Link;Latitude;Longitude;Resultado;Semana;Lat_lng
Fevereiro;;Montes Claros;3143302;2024;37;182;Montes Claros_37;-16,68045;-43,82308;Positiva;7;-16.68045,-43.82308
Fevereiro;;Montes Claros;3143302;2024;38;49;Montes Claros_38;-16,68433;-43,87644;Positiva;5;-16.68433,-43.87644
Fevereiro;;Montes Claros;3143302;2024;38;42;Montes Claros_38;-16,68433;-43,87644;Positiva;7;-16.68433,-43.87644
Fevereiro;;Montes Claros;3143302;2024;39;0;Montes Claros_39;-16,68487;-43,86639;Negativa;5;-16.68487,-43.86639
Fevereiro;;Montes Claros;3143302;2024;39;0;Montes Claros_39;-16,68487;-43,86639;Negativa;7;-16.68487,-43.86639
Fevereiro;;Montes Claros;3143302;2024;40;51;Montes Claros_40;-16,68432;-43,84911;Positiva;5;-16.68432,-43.84911
Fevereiro;;Montes Claros;3143302;2024;40;0;Montes Claros_40;-16,68432;-43,84911;Negativa;7;-16.68432,-43.84911
Fevereiro;;Montes Claros;3143302;2024;41;123;Montes Claros_41;-16,68560;-43,83535;Positiva;5;-16.68560,-43.83535
Fevereiro;;Montes Claros;3143302;2024;41;0;Montes Claros_41;-16,68560;-43,83535;Negativa;7;-16.68560,-43.83535
Fevereiro;;Montes Claros;3143302;2024;42;4;Montes Claros_42;-16,68464;-43,82781;Positiva;5;-16.68464,-43.82781
Fevereiro;;Montes Claros;3143302;2024;42;26;Montes Claros_42;-16,68464;-43,82781;Positiva;7;-16.68464,-43.82781
Fevereiro;;Montes Claros;3143302;2024;43;270;Montes Claros_43;-16,68443;-43,82440;Positiva;5;-16.68443,-43.82440
Fevereiro;;Montes Claros;3143302;2024;43;74;Montes Claros_43;-16,68443;-43,82440;Positiva;7;-16.68443,-43.82440
Fevereiro;;Montes Claros;3143302;2024;44;9;Montes Claros_44;-16,68475;-43,82107;Positiva;5;-16.68475,-43.82107
Fevereiro;;Montes Claros;3143302;2024;44;127;Montes Claros_44;-16,68475;-43,82107;Positiva;7;-16.68475,-43.82107
Fevereiro;;Montes Claros;3143302;2024;45;47;Montes Claros_45;-16,68492;-43,81811;Positiva;5;-16.68492,-43.81811
Fevereiro;;Montes Claros;3143302;2024;45;160;Montes Claros_45;-16,68492;-43,81811;Positiva;7;-16.68492,-43.81811
Fevereiro;;Montes Claros;3143302;2024;46;0;Montes Claros_46;-16,68726;-43,88005;Negativa;5;-16.68726,-43.88005
Fevereiro;;Montes Claros;3143302;2024;46;1;Montes Claros_46;-16,68726;-43,88005;Positiva;7;-16.68726,-43.88005
Fevereiro;;Montes Claros;3143302;2024;47;16;Montes Claros_47;-16,68737;-43,87618;Positiva;5;-16.68737,-43.87618
Fevereiro;;Montes Claros;3143302;2024;47;2;Montes Claros_47;-16,68737;-43,87618;Positiva;7;-16.68737,-43.87618
Fevereiro;;Montes Claros;3143302;2024;48;84;Montes Claros_48;-16,68722;-43,84605;Positiva;5;-16.68722,-43.84605
Fevereiro;;Montes Claros;3143302;2024;48;307;Montes Claros_48;-16,68722;-43,84605;Positiva;7;-16.68722,-43.84605
Fevereiro;;Montes Claros;3143302;2024;49;0;Montes Claros_49;-16,68836;-43,84344;Negativa;5;-16.68836,-43.84344
Fevereiro;;Montes Claros;3143302;2024;49;114;Montes Claros_49;-16,68836;-43,84344;Positiva;7;-16.68836,-43.84344
Fevereiro;;Montes Claros;3143302;2024;50;157;Montes Claros_50;-16,68699;-43,82520;Positiva;5;-16.68699,-43.82520
Fevereiro;;Montes Claros;3143302;2024;50;72;Montes Claros_50;-16,68699;-43,82520;Positiva;7;-16.68699,-43.82520
Fevereiro;;Montes Claros;3143302;2024;51;33;Montes Claros_51;-16,68764;-43,81956;Positiva;5;-16.68764,-43.81956
Fevereiro;;Montes Claros;3143302;2024;51;10;Montes Claros_51;-16,68764;-43,81956;Positiva;7;-16.68764,-43.81956
Fevereiro;;Montes Claros;3143302;2024;52;12;Montes Claros_52;-16,69079;-43,87922;Positiva;5;-16.69079,-43.87922
Fevereiro;;Montes Claros;3143302;2024;52;35;Montes Claros_52;-16,69079;-43,87922;Positiva;7;-16.69079,-43.87922
Fevereiro;;Montes Claros;3143302;2024;53;0;Montes Claros_53;-16,69033;-43,87639;Negativa;5;-16.69033,-43.87639
Fevereiro;;Montes Claros;3143302;2024;53;0;Montes Claros_53;-16,69033;-43,87639;Negativa;7;-16.69033,-43.87639
Fevereiro;;Montes Claros;3143302;2024;54;161;Montes Claros_54;-16,68921;-43,87386;Positiva;5;-16.68921,-43.87386
Fevereiro;;Montes Claros;3143302;2024;54;1;Montes Claros_54;-16,68921;-43,87386;Positiva;7;-16.68921,-43.87386
Fevereiro;;Montes Claros;3143302;2024;55;16;Montes Claros_55;-16,69112;-43,85093;Positiva;5;-16.69112,-43.85093
Fevereiro;;Montes Claros;3143302;2024;55;0;Montes Claros_55;-16,69112;-43,85093;Negativa;7;-16.69112,-43.85093
Fevereiro;;Montes Claros;3143302;2024;56;24;Montes Claros_56;-16,69087;-43,84298;Positiva;5;-16.69087,-43.84298
Fevereiro;;Montes Claros;3143302;2024;56;151;Montes Claros_56;-16,69087;-43,84298;Positiva;7;-16.69087,-43.84298
Fevereiro;;Montes Claros;3143302;2024;57;165;Montes Claros_57;-16,69102;-43,83948;Positiva;5;-16.69102,-43.83948
Fevereiro;;Montes Claros;3143302;2024;57;127;Montes Claros_57;-16,69102;-43,83948;Positiva;7;-16.69102,-43.83948
Fevereiro;;Montes Claros;3143302;2024;58;0;Montes Claros_58;-16,69035;-43,83631;Negativa;5;-16.69035,-43.83631
Fevereiro;;Montes Claros;3143302;2024;58;15;Montes Claros_58;-16,69035;-43,83631;Positiva;7;-16.69035,-43.83631
Fevereiro;;Montes Claros;3143302;2024;59;8;Montes Claros_59;-16,69069;-43,83068;Positiva;5;-16.69069,-43.83068
Fevereiro;;Montes Claros;3143302;2024;59;0;Montes Claros_59;-16,69069;-43,83068;Negativa;7;-16.69069,-43.83068
Fevereiro;;Montes Claros;3143302;2024;60;23;Montes Claros_60;-16,69051;-43,82717;Positiva;5;-16.69051,-43.82717
Fevereiro;;Montes Claros;3143302;2024;60;29;Montes Claros_60;-16,69051;-43,82717;Positiva;7;-16.69051,-43.82717
Fevereiro;;Montes Claros;3143302;2024;61;107;Montes Claros_61;-16,68984;-43,81985;Positiva;5;-16.68984,-43.81985
Fevereiro;;Montes Claros;3143302;2024;61;152;Montes Claros_61;-16,68984;-43,81985;Positiva;7;-16.68984,-43.81985
Fevereiro;;Montes Claros;3143302;2024;62;46;Montes Claros_62;-16,69319;-43,87924;Positiva;5;-16.69319,-43.87924
Fevereiro;;Montes Claros;3143302;2024;62;2;Montes Claros_62;-16,69319;-43,87924;Positiva;7;-16.69319,-43.87924
Fevereiro;;Montes Claros;3143302;2024;63;0;Montes Claros_63;-16,69354;-43,87623;Negativa;5;-16.69354,-43.87623
Fevereiro;;Montes Claros;3143302;2024;63;0;Montes Claros_63;-16,69354;-43,87623;Negativa;7;-16.69354,-43.87623
Fevereiro;;Montes Claros;3143302;2024;64;203;Montes Claros_64;-16,69357;-43,87315;Positiva;5;-16.69357,-43.87315
Fevereiro;;Montes Claros;3143302;2024;64;1;Montes Claros_64;-16,69357;-43,87315;Positiva;7;-16.69357,-43.87315
Fevereiro;;Montes Claros;3143302;2024;65;41;Montes Claros_65;-16,69346;-43,85242;Positiva;5;-16.69346,-43.85242
Fevereiro;;Montes Claros;3143302;2024;65;65;Montes Claros_65;-16,69346;-43,85242;Positiva;7;-16.69346,-43.85242
Fevereiro;;Montes Claros;3143302;2024;66;0;Montes Claros_66;-16,69377;-43,84885;Negativa;5;-16.69377,-43.84885
Fevereiro;;Montes Claros;3143302;2024;66;2;Montes Claros_66;-16,69377;-43,84885;Positiva;7;-16.69377,-43.84885
Fevereiro;;Montes Claros;3143302;2024;67;1;Montes Claros_67;-16,69398;-43,84460;Positiva;5;-16.69398,-43.84460
Fevereiro;;Montes Claros;3143302;2024;67;12;Montes Claros_67;-16,69398;-43,84460;Positiva;7;-16.69398,-43.84460
Fevereiro;;Montes Claros;3143302;2024;68;164;Montes Claros_68;-16,69328;-43,84005;Positiva;5;-16.69328,-43.84005
Fevereiro;;Montes Claros;3143302;2024;68;49;Montes Claros_68;-16,69328;-43,84005;Positiva;7;-16.69328,-43.84005
Fevereiro;;Montes Claros;3143302;2024;69;108;Montes Claros_69;-16,69380;-43,83691;Positiva;5;-16.69380,-43.83691
Fevereiro;;Montes Claros;3143302;2024;69;162;Montes Claros_69;-16,69380;-43,83691;Positiva;7;-16.69380,-43.83691
Fevereiro;;Montes Claros;3143302;2024;70;70;Montes Claros_70;-16,69325;-43,83448;Positiva;5;-16.69325,-43.83448
Fevereiro;;Montes Claros;3143302;2024;70;1;Montes Claros_70;-16,69325;-43,83448;Positiva;7;-16.69325,-43.83448
Fevereiro;;Montes Claros;3143302;2024;71;0;Montes Claros_71;-16,69316;-43,82760;Negativa;5;-16.69316,-43.82760
Fevereiro;;Montes Claros;3143302;2024;71;0;Montes Claros_71;-16,69316;-43,82760;Negativa;7;-16.69316,-43.82760
Fevereiro;;Montes Claros;3143302;2024;72;60;Montes Claros_72;-16,69357;-43,82093;Positiva;5;-16.69357,-43.82093
Fevereiro;;Montes Claros;3143302;2024;72;49;Montes Claros_72;-16,69357;-43,82093;Positiva;7;-16.69357,-43.82093
Fevereiro;;Montes Claros;3143302;2024;73;44;Montes Claros_73;-16,69385;-43,81402;Positiva;5;-16.69385,-43.81402
Fevereiro;;Montes Claros;3143302;2024;73;34;Montes Claros_73;-16,69385;-43,81402;Positiva;7;-16.69385,-43.81402
